婉约与豪放,词内容
豪放,凭高远望，见家乡、只在白云深处。镇日思归归未得，孤负殷勤杜宇。故国伤心，新亭泪眼，更洒潇潇雨。长江万里，难将此恨流去。  遥想江口依然，鸟啼花谢，今日谁为主。燕子归来，雕梁何处，底事呢喃语？最苦金沙，十万户尽，作血流漂杵。横空剑气，要当一洗残虏。
豪放,绿树听鸦鸠，更那堪、鹅鸠声住，杜鹃声切。啼到春归无寻处，苦恨芳菲都歇，算未抵人间离别。马上琵琶关塞黑，更长门、翠辇辞金阙。看燕燕，送归妾。将军百战身名裂，向河梁、回头万里，故人长绝。易水萧萧西风冷，满座衣冠似雪，正壮士、悲歌未彻。啼鸟还知如许恨，料不啼清泪长啼血。谁共我、醉明月？
婉约,空碛无边，万里阳关道路。马萧萧，人去去，陇云愁。香貂旧制戎衣窄，胡霜千里白。绮罗心，魂梦隔，上高楼。
豪放,羽箭雕弓，忆呼鹰古垒，截虎平川。吹笳暮归野帐，雪压青毡。淋漓醉墨，看龙蛇飞落蛮笺。人误许、诗情将略，一时才气超然。  何事又作南来，看重阳药市，元夕灯山？花时万人乐处，欹帽垂鞭。闻歌感旧，尚时时流涕尊前。君记取、封侯事在。功名不信由天。
婉约,宝钗楼上妆梳晚，懒上秋千。闲拨沉烟，金缕衣宽睡髻偏。鳞鸿不寄辽东信，又是经年。弹泪花前，愁入春风十四弦。
豪放,空碛无边，万里阳关道路。马萧萧，人去去，陇云愁。  香貂旧制戎衣窄，胡霜千里白。绮罗心，魂梦隔，上高楼。
豪放,天容水色西湖好，云物俱鲜。鸥鹭闲眠。应惯寻常听管弦。风清月白偏宜夜，一片琼田。谁羡骄鸾。人在舟中便是仙。
婉约,归响暝，隔断南枝径。不管垂杨珠泪迸，滴碎荷声千顷。随波赚杀鱼儿。浮萍乍满清池。谁信碧云深处，夕阳仍在天涯。
豪放,故将军饮罢夜归来，长亭解雕鞍。恨满陵醉尉，匆匆未识，桃李无言。射虎山横一骑，裂石响惊弦。落魄封侯事，岁晚田园。谁向桑麻杜曲，要短衣匹马，移住南山。看风流慷慨，谈笑过残年。汉开边，功名万里，甚当年健者也曾闲？纱窗外，斜风细雨，一阵轻寒。
婉约,渐新痕悬柳，淡彩穿花，依约破初暝。便有团圆意，深深拜，相逢谁在香径。画眉未稳，料素娥、犹带离恨。最堪爱、一曲银钩小，宝帘挂秋冷。千古盈亏休问。叹慢磨玉斧，难补金镜。太液池犹在，凄凉处、何人重赋清景。故山夜永，试待他窥户端正。看云外山河，还老尽、桂花影。
婉约,开时似雪。谢时似雪。花中奇绝。香非在蕊，香非在萼，骨中香彻。占溪风，留溪月。堪羞损、山桃如血。直饶更、疏疏淡淡，终有一般情别。
婉约,秋风吹到江村，正黄昏，寂寞梧桐夜雨不开门。一叶落，数声角，断羁魂，明日试看衣袂有啼痕。
婉约,月去疏帘才几尺。乌鹊惊飞，一片伤心白。万里故人关塞隔，南楼谁弄梅花笛？蟋蟀灯前欺病客。清影徘徊，欲睡何由得？墙角芭蕉风瑟瑟，生憎遮掩窗儿黑。
婉约,绿槐高柳咽新蝉，薰风初入弦。碧纱窗下水沉烟，棋声惊昼眠。微雨过，小荷翻。榴花开欲燃。玉盆纤手弄清泉，琼珠碎却圆。
豪放,轮奂半天上，胜概压南楼。筹边独坐，岂欲登览快双眸。浪说胸吞云梦，直把气吞残虏，西北望神州。百载一机会，人事恨悠悠。  骑黄鹤，赋鹦鹉，谩风流。岳王祠畔，杨柳烟锁古今愁。整顿乾坤手段，指授英雄方略，雅志若为酬。杯酒不在手，双鬓恐惊秋。
豪放,独依浙江楼，满耳怨笳哀笛。犹有梨园声在，念那人天北。海棠憔悴怯春寒，风雨怎禁得。回首华清池衅，渺露芜烟荻。
豪放,落日暝云合，客子意如何。定知今日，封六巽二弄干戈。四望际天空阔，一叶凌涛掀舞，壮志未消磨。为向吴儿道，听我扣舷歌。  我常欲，利剑戟，斩蛟鼍。胡尘未扫，指挥壮士挽天河。谁料半生忧患，成就如今老态，白发逐年多。对此貌无恐，心亦畏风波。
婉约,小雨纤纤风细细，万家杨柳青烟里，恋树湿花飞不起。愁无际，和春付与东流水。九十光能有几，金龟解尽留无计。寄语东阳沽酒市，拼一醉，而今乐事他年泪。
婉约,恨莺花渐老，芳草、绿汀洲。纵岫壁千寻，榆钱万叠，难买春留。梅花向来始别，又匆匆、结子满枝头。门外垂杨岸侧，画桥谁系兰舟。悠悠。岁月如流。叹水覆、杳难收。凭画阑，往往抬头举眼，都是春愁。东风晚来更恶，怕飞红、怕絮入书楼。双燕归来问我，怎生不上帘钩。
豪放,太液芙蓉，浑不似、旧时颜色。曾记得、春风雨露，玉楼金阙。名播兰馨妃后里，晕潮莲脸君王侧。忽一声、蕈鼓揭天来，繁华歇。龙虎散，风云灭。千古恨，凭谁说？对山河百二，泪盈襟血。驿馆夜惊尘土梦，宫车晓碾关山月。问姮娥、于我肯从容，同圆缺。
豪放,醉来长袖舞鸡鸣，短歌行，壮心惊。西北神州，依旧一新亭。三十六峰长剑在，星斗气，郁峥嵘。  古来豪侠数幽并，鬓星星，竟和成！他日封侯，编简为谁青？一掬钓鱼坛上泪，风浩浩，雨冥冥。
婉约,夜来疏雨鸣金井，一叶舞风红浅。莲渚生香，兰皋浮爽，凉思顿欺班。秋光冉冉。任老却芦花，西风不管。清兴难磨，几回有句到诗卷。长安故人别后，料征鸿声里，画阑凭遍。横竹吹商，疏砧点月，好梦又随云远。闲情似线，共系损柔肠，不堪裁剪。听着寒蛩，一声声是怨。
婉约,云暗天低。枫林凋翠，寒雁声悲。茅店儿前，竹篱笆后，初见横枝。盈盈粉面香肌。记月榭、当年见伊。有恨难传，无肠可断，立马多时。
婉约,杏花疏雨洒香堤，高楼帘幕垂。远山映水夕阳低，春愁压翠眉芳草句，碧云辞，低徊闲自思。流莺枝上不曾啼，知君肠断时。
豪放,满载一船秋色，平铺十里湖光。波神留我看斜阳，放起鳞鳞细浪。明日风回更好，今宵露宿何妨？水晶宫里奏霓裳，准拟岳阳楼上。
婉约,一夜相思，水边清浅横枝瘦。小窗如昼，情共香俱透。清入梦魂，千里人长久。君知否？雨倨云偏，格调还依旧。
婉约,候馆梅，溪桥柳细，草薰风暖摇征辔。离愁渐远渐无穷，迢迢不断如春水。寸寸柔肠，盈盈粉泪，楼高莫近危栏倚。平芜尽处是春山，行人更在春山外。
婉约,昨夜夜半，枕上分明梦见。语多时，依旧桃花面，频低柳叶眉。半羞还半喜，欲去又依依。觉来知是梦，不胜悲。
豪放,中原当日三川震，关辅回头煨烬。泪尽两河征镇，日望中兴运。秋风霜满青春鬓，老却新丰英俊。云外华山千仞，依旧无人问。
婉约,流水孤村，荒城古道。槎牙老木乌莺噪。夕阳倒影射疏林，江边一带芙蓉老。风暝寒烟，天低衰草，登楼望极群峰小。欲将归信问行人，青山尽处行人少。
婉约,粉墙低，梅花照眼，依然旧风味。露痕轻缀。疑净洗铅华，无限佳丽。去年胜赏曾孤倚，冰盘同燕喜。更可惜、雪中高树，香篝熏素被。今年对花最匆匆，相逢似有恨，依依愁悴。吟望久，青苔上、旋看飞坠。相将见、翠丸荐酒，人正在、空江烟浪里。梦想、一枝潇洒，黄昏斜照水。
婉约,一曲危弦断客肠，津桥捩柁转牙樯。江心云带蒲帆重，楼上风吹粉泪香。瑶草碧，柳芽黄。载将离恨过潇湘。请君看取东流水，方识人间别意长。
豪放,曩樊四载弄干戈，不见渔歌，不见樵歌试问如今事若何？金地消磨，谷也消磨。柘枝初不用舞婆娑，丑也能多，恶也能多。朱门日日买朱娥，军事如何？民事如何？
豪放,平生不会敛眉头，诸事等闲休。元来却到愁处，须著与他愁。  残照外，大江流，去悠悠。风悲兰杜，烟淡沧浪，何处扁舟？
豪放,万灶编狱，便直欲、扫清关洛。长淮路、夜亭警燧，晓营吹角。绿鬓将军思下马，黄头奴子惊闻鹤。想中原、父老已心知，今非昨。  狂貌剪，於菟缚；单于命，春冰薄。正人人自勇，翘关还槊。旗帜倚风飞电影，戈射月明霜错。且莫令、榆柳塞门秋，悲摇落。
婉约,宿醉离愁慢髻鬟，绿红豆忆前欢。锦江春水寄书难。红袖时笼金鸭暖，小楼吹彻玉笙寒。为谁和泪倚阑干？
婉约,春归何处？寂寞无行路。若有人知春去处，唤取归来同住。春无踪迹谁知？除非问取黄鹏。百喂无人能解，因风飞过蔷薇。
婉约,庭院深深人悄悄，埋怨鹦哥，错报韦郎到。压鬓钗梁金凤小，低头只是闲烦恼。花发江南年正少，红袖高楼，争抵还乡好？遮断行人西去道，轻躯愿化车前草。
婉约,乳燕飞华屋，悄无人，桐转午，晚凉新浴。手弄生绡白团，手一时似玉。渐困倚，孤眠清熟。帘外谁来推绣户，枉教人、梦断瑶台曲。又却是，风敲竹。石榴半吐红巾蹙，待浮花浪蕊都尽，伴君幽独。秾艳一枝细看取，芳心千重似束，又恐被秋风惊绿。若待得君来向此，花前对酒不忍触。共粉泪，两簌簌。
婉约,"波渺渺，柳依依。孤村芳草远，斜日杏花飞。江南春尽离肠断,・满汀洲人未归。"
婉约,春晚出山城，落日行江岸。人不共潮来，香亦临风散。花谢小妆，莺困清歌断。行雨梦魂消，飞絮心情乱。
婉约,顷枉维扬，杨师文参议家舞姬绝妙，赋此宫腰束素，只怕能轻举。好筑避风台护取，莫遣惊鸿飞去。一团香玉温柔，笑颦俱有风流。贪与萧郎眉语，不知舞错伊州
婉约,燕子不曾来，小院雨。一角阑干聚落花，此是春归处。弹泪别东风，把酒浇飞絮。化了浮萍也是愁，莫向天涯去。
豪放,平山阑槛倚晴空。山色有无中。手种堂前垂柳，别来几度春风。文章太守，挥毫万字，一饮千盅。行乐直须年少，樽前看取衰翁。
豪放,新来塞北，传到真消息：赤地居民无一粒，更五单于争立。  维师尚父鹰扬，熊罴百万堂堂。看取黄金假钺，归来异姓真王。
婉约,别来春半，触目柔肠断。砌下落梅如雪乱，拂了一身还满。雁来音信无凭，路遥归梦难成。离恨恰如春草，更行更远还生。
婉约,春光欲暮，寂寞闲庭户。粉蝶双双穿槛舞，帘卷晚天疏雨。含愁独倚闺帏，玉炉烟断香微。正是销魂时节，东风满树花飞。
婉约,幽姿不入少年场。无语只凄凉。一个飘零身世，十分冷淡心肠。江头月底，新诗旧梦，孤恨清香。任是春风不管，也曾先识东皇。
豪放,千峰云起，骤雨一霎儿价。更远树斜阳，风景怎生图画？青旗卖酒，山那畔、别有人家。只消山水光中，无事过这一夏。午醉醒时，松窗竹户，万千潇洒。野鸟飞来，又是一般闲暇。却怪白鸥，觑着人欲下未下。旧盟都在，新来莫是，别有说话？
婉约,江水沉沉帆影过，游鱼到晚透寒波。渡江双双飞白鸟，烟袅，芦花深处隐渔歌。扁舟短棹归兰浦，人去，萧萧竹径透青莎。深夜无风新雨歇，凉月，露迎珠颗入圆荷。
婉约,杨花黄金陌，茫茫十里春云白。春云白，迷离满眼，江南江北。来时无奈珠帘隔，去时着尽东风力。东风力。留他如梦，送他如客
豪放,华灯纵博，雕鞍驰射，谁记当年豪举。酒徒一半取封侯，独去作、江边渔父。  轻舟八尺，低篷三扇，占断苹洲烟雨。镜湖元自属闲人，又何必、官家赐与。
婉约,一抹斜阳沙箱，几点闲鸥草际，乌榜小渔舟，摇过半江秋水。风起，风起，棹入白・花里。
婉约,吴江叶元礼，少日过流虹桥，有女子在楼上，见而慕之，竟至病死。气方绝，适元礼复过其门，女之母以女临终之言告叶，叶入哭，女目始瞑。友人为作传，余记以词。桥影流虹，湖光映雪，翠帘不卷春深。一寸横波，断肠人在楼。游丝不系羊车住，倩何人传语青？最难禁，倚遍雕阑，梦遍罗衾。重来已是朝云散，怅明珠佩冷，紫玉烟沉。前度桃花，依然开满江浔。钟情怕到相思路，盼长堤草尽红心。动愁吟，碧落黄泉，两处难寻。
婉约,落花迤逦层少，青梅竞弄枝头小。红色雨和烟，行人江那边。好花都过了，满地空芳草。落日醉醒问，一春无此寒。
婉约,金风细细，叶叶梧桐坠。绿酒初尝人易醉，一枕小窗浓睡。紫薇朱槿花，斜阳却照阑干。双燕欲归时节，银屏昨夜微寒。
婉约,重过阊门万事非，同来何事不同归？梧桐半死清霜后，头白鸳鸯失伴飞。原上草，露初晞。旧栖新垅两依依。空床卧听南窗雨，谁复挑灯夜补衣？
婉约,兰烬落，屏上暗红蕉。闲梦江南梅熟日，夜船吹笛雨萧萧。人语驿边桥。
豪放,霄溪湾里钓鱼翁，舶鼎为家西复东。江上雪，浦边风，笑着荷衣不叹穷。
豪放,忆把金罇酒。叹别来、光阴荏苒，江湖宿留。世事不堪频着眼，赢得两眉长皱。但东望、故人翘首。木落山空天远大，送飞鸿、北去伤怀久。天下事，公知否？钱塘风月西湖柳。渡江来、百年机会，从前未有。唤起东山丘壑梦，莫惜风霜老手，要整顿、封疆如旧。早晚枢庭开幕府，是英雄、尽为公奔走。看金印，大如斗。
豪放,故都迷岸草，望长淮、依然绕孤城。想乌衣年少，芝兰秀发，戈戟云横。坐看骄兵南渡，沸浪骇奔鲸。转眄东流水，一顾功成。千载八公山下，尚断虞草木，遥拥峥峡。漫云涛吞吐，无处问豪英。信劳生、空成今古；笑我来、何事怆遗情？东山老，可堪岁晚，独听桓筝！
婉约,丁巳重阳前三日，梦亡妇淡妆素服，执手哽咽，语多不复能记。临别有云：衔恨愿为天上月，年年犹得向郎圆。妇素未工诗，不知何以得此也。觉后感赋长调。瞬息浮生，薄命如斯，低徊怎忘？记绣榻闲时，并吹红雨，雕阑曲处，同倚斜阳。梦好难留，诗莫续，赢得更深哭一场。遗容在，灵飙一转，未许端详。重寻碧落茫茫，料短发，朝来定有霜。便人间天上，尘缘未断，春花秋月，触绪还伤。欲结绸缪，翻惊摇落，两处鸳鸯各自凉！真无奈，把声声檐雨，谱出回肠。
婉约,满院落花春寂，风紧一帘斜日，翠钿晓寒轻，独倚秋千无力。无力，无力，蹙破远山愁碧。
豪放,志在烟霞慕隐沦，功成归看五湖春。一叶舟中吟复醉，云水。此时方识自由身。  花岛为邻鸥作侣，深处。经年不见市朝人。已得希夷微妙旨，潜喜。荷衣蕙带绝纤尘。
豪放,萧瑟风云，埋没尽、英雄本色。最发指，驼酥羊酪，故宫旧阙。青山未筑祁连冢，沧海犹衔精卫石。又谁知、铁马也郎当  ，雕弓折。  谁讨贼？颜卿檄。谁抗虏？苏卿节。拚三台坠紫，九京藏碧。燕语呢喃新旧雨，雁声嘹呖兴亡月。怕他年、西台恸哭人，泪成血。
豪放,落日绣帘卷，亭下水连空。知君为我新作，窗户湿青红。长记平山堂上，欹枕江南烟雨，渺渺没孤鸿。认得醉翁语，山色有无中。一千顷、都镜净，倒碧峰。忽然浪起，掀舞一叶白头翁。堪笑兰台公子，未解庄生天籁，刚道有雌雄。一点浩然气，千里快哉风。
婉约,东风吹柳日初长，雨余芳草斜阳。杏花零落燕泥香，睡损红妆宝篆烟销龙凤，画屏云锁潇湘。夜寒微透薄罗裳，无限思量。
婉约,无言独上西楼，月如钩，寂寞梧桐深院锁清秋0剪不断，理还乱，是离愁。别是一般滋味在心头。
豪放,瑶草一何碧，春入武陵溪。溪上桃花无数，花上有黄鹏，我欲穿花寻路，直入白云深处，浩气展虹霓。只恐花深里，红露湿人衣。坐玉石，欹玉枕，拂金徽。谪仙何处，天人伴我白螺杯。我为灵芝仙草，不为朱唇丹脸，长啸亦何为！醉舞下山去，明月逐人归。
豪放,天接云涛连晓雾，星河欲转千帆舞。仿佛梦魂归帝所。闻天语，殷勤问我归何处。  我报路长嗟日暮，学诗谩有惊人句。九万里风鹏正举。风休住，蓬舟吹取三山去。
婉约,盘丝系腕，巧篆垂簪，玉隐绀纱睡觉。银瓶露井，彩箓云窗，往事少年依约。为当时曾写榴裙，伤心红绡褪萼。黍梦光，渐老汀洲烟蒻。莫唱江南古调，怨抑难招，楚江沉魄。薰风燕乳，暗雨梅黄，午镜澡兰帘幕。念秦楼也拟人归，应剪菖蒲自酌。怅望、一缕新蟾，随人天角。
婉约,数征鸿过尽，暮云无极。怪断肠、芳草萋萋，却绿到天涯，酿成春色。尽有轻，未应恨、浮云西北。祗鸾钗密约，凤履旧尘，梦回凄忆。年华逝波渐掷。叹蓬山路阻，乌盼头白。近夕阳、处处啼鹃，更刬地乱红，暗帘愁碧。怨叶相思，待题付、西流潮汐。怕春波、载愁不去，恁生见得？
豪放,秋色渐将晚，霜信报黄花。小窗低户深映，微
婉约,烟霏霏，雨霏霏，雪向梅花枝上堆。春从何处回。醉眼开，睡眼开，疏影横斜安在哉。从教塞管催。
婉约,昨晚西窗风料峭，又把黄梅瘦了。人被花香恼。起看天共青山老。鹤叫空庭霜月小，夜来冻云如晓。谁信多情道。相思渐觉诗狂少。
婉约,红妆春骑，踏月影竿旗穿市。望不尽、楼台歌舞，习习香尘莲步底。萧声断、约彩鸾归去，未怕金吾呵醉。甚辇路、喧阗且止，听得念奴歌起。父老犹记宣和事，抱铜仙、清泪如水。还转盼、沙河多丽。滉漾明光连邸第，帘影冻、散红光成绮。月浸葡萄+里，看往来、神仙才子，肯把菱花扑碎。肠断竹马儿童，空见说、三千乐指。等多时春不归来，到春时欲睡。又说向灯前拥髻，暗滴鲛珠坠。便当日亲见霓裳，天上人间梦里。
婉约,落日斜，秋风冷。今夜故人来不来？教人立尽梧桐影。
婉约,千万恨，恨极在天涯。山月不知心里事，水风空落眼前花，摇曳碧云斜。
豪放,东南形胜，三吴都会，钱塘自古繁华，烟柳画桥，风帘翠幕，参差十万人家。云树绕堤沙，怒涛卷霜雪，天堑无涯。市列珠玑，户盈罗绮，竞豪奢。  重湖叠噂清嘉。有三秋桂子，十里荷花。羌管弄晴，菱歌泛夜，嬉嬉钓叟莲娃。千骑拥高牙。乘醉听箫鼓，吟赏烟霞。异日图将好景，归去凤池夸。
豪放,约略应飞白玉槃，明楼渐放满轮寒。天垂万丈清光外，人在三秋爽气间。闻叶吹，想风鬟，浮空仿佛女乘鸾。此时不合人间有，尽入嵩山静夜看。
婉约,柳丝长，春雨细，花外漏声迢递。惊塞雁，起城乌，画屏金鹧鸪。香雾薄，透重幕，惆怅谢家池阁。红烛背，绣帘垂，梦君君不知。
豪放,锦样江山，何人坏了，雨瘴烟峦。故苑莺花，旧家燕子，一例阑珊。  此身付与天顽。休更问、秦关汉关。白发镜中，青萍匣里，和泪相看。
婉约,垂杨影里红。甚匆匆。只有榴花全不怨东风。暮雨急，晓霞湿，绿玲珑。比似茜裙初染一般同。
豪放,八月奔涛，千尺崔嵬，砉然欲惊。似灵妃顾笑，神鱼进舞；冯夷击鼓，白马来迎。伍相隗夷，钱王羽箭，怒气强于十万兵。峥蝶甚，讶雪山中断，银汉西倾。孤舟铁笛风清，待万里乘槎问客星。叹鲸觐未剪，戈船满岸；蟾蜂正吐，歌管倾城。狎浪儿童，横江士女，笑指渔翁一叶轻。谁知道，是观潮枚叟，论水庄生。
婉约,短长亭子短长桥，桥外垂杨一万条。那回临别两魂销，恨迢迢，双桨春风打暮潮。
豪放,"照野弥弥浅浪,横空暖暖微霄。障泥未解玉骢骄,我欲醉眠芳草。可惜一溪明月,莫教踏破琼瑶。解鞍欹枕绿杨桥,杜宇一声春晓。"
豪放,横烟浪。老去情怀，犹作天涯想。空惆怅！少年豪放，莫学衰翁样。
婉约,隋堤远，波急路尘轻。今古柳桥多送别，见人分袂亦愁生。何况自关情。斜照后，新月上西城。城上楼高重倚望，愿身能似月亭亭，千里伴君行。
豪放,洛阳愁绝，杨柳花飘雪。终日行人恣攀折，桥下水流呜咽。  上马争劝离觞，南浦莺声断肠。愁杀平原年少，回首挥泪千行。
婉约,草绿裙腰山染黛，闲恨闲愁侬不解。莫愁艇子渡江时，九鸾钗，双凤带，杯酒劝郎情似海。
豪放,断虹霁雨，净秋空，山染修眉新绿。桂影扶疏，谁便道，今夕清辉不足？万里青天，姮娥何
豪放,"深院榴花吐。画帘开、""衣纨扇，午风清暑。儿女纷纷夸结束，新样钗符艾虎。早已有、游人观渡。老大逢场慵作戏，任陌头、年少争旗鼓，溪雨急、浪花舞。  灵均标致高如许。忆生平、既纫兰佩，更怀椒醋。谁信骚魂千载后，波底垂涎角黍，又说是、蛟馋龙怒。把似而今醒到了，料当年、醉死差无苦。聊一笑、吊千古。"
豪放,少年侠气，交结五都雄。肝胆洞，毛发耸。立谈中，死生同。一诺千金重。推翘勇，矜豪纵。轻盖拥，联飞臀，斗城东。轰饮酒垆，春色浮寒瓮，吸海垂虹。闲呼鹰嗾犬，白羽摘雕弓，狡穴俄空。乐匆匆。  似黄梁梦，辞丹凤；明月共，漾孤蓬。官冗从，怀倥偬；落尘笼，簿书丛。鹖弁如云众，供粗用，忽奇功。笳鼓动，渔阳弄。思悲翁，不请长缨，系取天骄种，剑吼西风。恨登山临水，手寄七弦桐，目送归鸿。
婉约,春花秋月何时了，往事知多少！小楼昨夜又东风，故国不堪回首月明中。雕栏玉砌应犹在，只是朱颜改。问君能有几多愁？恰似一江春水向东流。
婉约,一叶落，褰珠箔，此时景物正萧索。画楼月影寒，西风吹罗幕，往事思量着。
豪放,圣朝能用将，破敌速如神。掉剑龙缠臂，开旗火满身。积尸川没岸，流血野无尘。今日当场舞，应知是战人。
豪放,试问琵琶，胡沙外怎生风色。最苦是，姚黄一朵，移根仙阙。王母欢阑琼宴罢，仙人泪满金盘侧。听行宫，半夜雨淋铃，声声歇。彩云散，香尘灭。铜驼恨，那堪说！想男儿慷慨，嚼穿龈血。回首昭阳辞落日，伤心铜雀迎秋月。算妾身，不愿似天家，金瓯缺。
豪放,危楼还望，叹此意、今古几人曾会？鬼设神施浑认作、天限南疆北界。一水横陈，连岗三面，做出争雄势。六朝何事，只成门户私计？因笑王谢诸人，登高怀远，也学英雄涕。凭却江山，管不到、河洛腥膻无际。正好长驱，不须反顾，寻取中流誓。小儿破贼，势成宁向强对。
婉约,燎沉香，消溽暑。鸟雀呼晴，侵晓窥檐语。叶上初阳干宿雨，水面清圆，—风荷举。故乡遥，何日去？家住吴门，久作长安旅。五月渔郎相忆否？小楫轻舟，梦入芙蓉浦。
婉约,离多最是，东西流水，终解两相逢。浅情终似，行云无定，犹到梦魂中。可怜人意，薄于云水，佳会更难重。细想从来，断肠多处，不与今番同。
婉约,少年听雨歌楼上，红烛昏罗帐。壮年听雨客舟中，江阔云低，断雁叫西风。而今听雨僧庐下，鬓已星星也。悲欢离合总无情，一任阶前，点滴到天明。
婉约,春去也，多谢洛城人。弱柳从风疑举袂，丛兰润露似霆巾。独坐亦含颦。
豪放,潮生潮落何时了？断送行人老。消沉万古意无穷，尽在长空澹澹鸟飞中。海门几点青山小，望极烟波渺。何当驾我以长风？便欲乘椁浮到
婉约,"辛苦最怜天上月，一昔如环，昔昔长如玦。若似月轮终皎洁,不辞冰雪为卿热。无那尘缘容易绝，燕子依然、软踏帘钩说。唱罢秋坟愁未歇，春丛认取双栖蝶。"
豪放,有情风万里卷潮来，无情送潮归。问钱塘江上，西兴浦口，几度斜晖？不用思量今古，俯仰昔人非。谁似东坡老，白首忘机。记取西湖西畔，正春山好处，空翠烟霏。算诗人相得，如我与君稀。约他年、东还海道，愿谢公雅志莫相违。西州路，不应回首，为我沾衣。
婉约,薄雾浓云愁永昼。瑞脑消金兽。佳节又重阳，玉枕纱厨，半夜凉初透。东篱把酒黄昏后。有暗香盈袖。莫道不消魂，帘卷西风，人比黄花瘦。
婉约,谢了荼蘼春事休。无多花片子，缀枝头。庭槐影碎被风揉，莺虽老，声尚带娇羞。独自倚妆楼。一川烟草浪，衬云福。不如归去下帘钩。心儿小，难着许多愁。
豪放,天下事，问天怎忍如此！陵图谁把献君王，结愁未已。少豪气概总成尘，空余白骨黄苇。千古恨，吾老矣。东游曾吊淮水。绣春台上一回登，一回揭泪。醉归抚剑倚西风，江涛犹壮人意。只今袖手野色里，望长淮，犹二千里。纵有英心谁寄！近新来、又报胡尘起。绝域张骞归来未？
婉约,正单衣试酒，恨客里、光虚掷。愿春暂留，春归如过翼。一去无迹。为问花何在，夜来风雨，葬楚宫倾国。钗钿堕处遗香泽。乱点桃蹊，轻翻柳陌。多情为谁追惜。蜂媒蝶使，时叩窗槁。东园岑寂。渐蒙笼暗碧。静绕珍丛底，成叹息。长条故惹行客。似牵衣待话，别情无极。英小、强簪巾帻。终不似一朵，钗头颤袅，向人欹侧。漂流处、莫趁潮汐。恐断红、尚有相思字，何由见得。
婉约,软翠冠儿簇海棠，砑罗衫子绣丁香。闭来水上踏青阳。风暖有人能作伴，日长无事可思量。水流花落任匆忙。
婉约,茅舍疏篱，半飘雪。斜卧低枝，可更相宜？烟笼修竹，月在寒溪。宁宁伫立移时，判瘦损无妨为伊，谁赋才情，画成幽思，写入新诗。
婉约,玉楼深锁多情种，清夜悠悠谁共？羞见枕衾鸳凤，闷则和衣拥。无端画角严城动，惊破一番新梦。窗外月华霜重，听彻梅花弄。
豪放,问讯山东窦长卿，苍苍云外且垂纶。流水落花都莫问，等取，榆林沙月静边尘。  江面不如杯面阔，卷起，五湖烟浪入清尊，醉倒投床君且睡。却怕，挑灯看剑忽伤神。
豪放,江汉西来，高楼下、葡萄深碧。犹自带，岷峨雪浪，锦江春色。君是南山遗爱守，我为剑外思归客。对此间、风物岂无情，殷勤说。  《江表传》，君休读；狂处士，真堪惜。空洲对鹦鹉，苇花萧瑟。不独笑书生争底事，曹公黄祖俱飘忽。愿使君、还赋谪仙诗，追黄鹤。
豪放,钓笠披云青嶂绕，概头细雨春江渺。白鸟飞来风满棹，收纶了，渔童拍手樵青笑。明月太虚同一照，浮家泛宅忘昏晓。醉眼冷看城市闹。烟波老，谁能惹得闲烦恼。
婉约,吴山青，越山青，两岸青山相对迎，谁知离别情？君泪盈，妾泪盈，罗带同心结未成，江边潮已平。
豪放,金锁重门荒苑静，绮窗愁对秋空。翠华一去寂无踪。玉楼歌吹，声断已随风。  烟月不知人事改，夜阑还照深宫。藕花相向野墉中。暗伤亡国，清露泣香红。
豪放,长江千里，烟淡水云阔。歌沉玉树，古寺空有疏钟发。六代兴亡如梦，苒苒惊时月。兵戈凌灭，豪华销尽，几见银蟾自圆缺。潮落潮生波渺，江树森如发。谁念迁客归来，老大伤名节。纵使岁寒途远，此志应难夺。高楼谁没，倚栏凝望，独立渔翁满江雪。
婉约,绿杨芳草长亭路，年少抛人容易去。楼头梦五更钟，花底离愁三月雨。无情不似多情苦，一寸还成千万缕。天涯地角有穷时，只有相思无尽处。
婉约,牡丹含露真珠颗，美人折向庭前过，含笑问檀郎，花强妾貌强？檀郎故相恼，须道花枝好。一面发娇嗔，碎接花打人。
婉约,断蝉高柳斜阳处。池阁丝丝雨。绿檀珍簟卷猩红，屈曲杏花蝴蝶小屏风。春山叠叠秋波慢。收拾针线。又成娇困倚檀郎。无事更抛莲子打鸳鸯。
婉约,过春社了，度帘幕中间，去年尘冷。差池欲住，试入旧巢相并。还相雕梁藻井，又软语商量不定。飘然快拂花梢，翠尾分开红影。芳径，芹泥雨润。爱贴地争飞，竞夸轻俊。红楼归晚，看足柳昏花暝。应自栖香正稳。便忘了、天涯芳信。愁损翠黛双蛾，日日画栏独凭。
婉约,翠葆参差竹径成，新荷跳雨碎珠倾。曲阑斜转小池亭。风约帘衣归燕急，水摇影戏鱼惊。柳梢日弄微晴。
豪放,雄跨洞庭野，楚望古湘州。何王台殿？危基百尺自西刘。尚想霓旌千骑，依约入云歌吹，屈指几经秋。叹息繁华地，兴废两悠悠。  登临处，乔木老，大江流。书生报国无地，空白九分头。一夜寒生关塞，万里云埋陵阙，耿耿恨难休。徙倚霜风里，落日伴人愁。
